days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,month,month_name,abnormal_days,population,entity
1,1440,-0.0182059015,-0.003745217833333333,1.7585095121666667,-0.013933102058531745,,-0.7585776736111112,-0.15611229166666662,73.26929259027779,3.6767,0.03321,972.77,0.10693459585451623,0.5054336382001074,-0.01699060121998629,-0.0012963813620750922,972.77,3.6767,0.03321,9,September,1,abnormal,dc_pos_voltage__424
5,6983,6.910954099166666,-2.6748221029999986,41.242864019333325,-1.990195017113094,-38.704093018394275,59.08458571510461,-20.741159163323776,321.4530813833596,1619.8,1177.3,1729.2,0.24432589950808964,0.19860570118041052,0.013417621390041112,-0.05610606226859115,1729.2,1619.8,1177.3,11,November,5,abnormal,dc_pos_voltage__424
3,4320,6.381264378166667,5.304143896833333,17.683146285499998,6.577559395874667,83.12057897148605,88.62929881481482,73.66802240277778,245.59886231018518,1084.5,893.09,1278.9,0.5429882547876301,0.55929483023504,0.062198384960640604,0.04890723584999495,1278.9,1084.5,893.09,12,December,3,abnormal,dc_pos_voltage__424
