days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,entity,population,abnormal_days
9,12743,13.274012575833334,2.6255765760000007,60.684519816999995,1.085307777777778,19.779825889122066,62.33933570026692,13.59872559811617,267.69220229223885,1619.8,1177.3,1729.2,0.33868148675633214,0.28517650872815825,0.014462659554253379,-0.010805079582831369,1729.2,1619.8,1177.3,dc_pos_voltage__424,abnormal,9
