days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,entity,population,abnormal_days
39,55943,30.945436337000004,16.078432542333335,90.8936264305,1.5337332629667786,51.95736252427344,33.15030917033144,17.525563107257778,94.4978877993305,1619.8,1177.3,2262.3,0.32412771428582304,0.23671382597167334,0.10851765600920502,0.03310460766245264,2262.3,1619.8,1177.3,ac_power__423,abnormal,39
