days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,entity,population,abnormal_days
80,114983,463.57931186499997,353.4954692491666,500.1332464706667,16.438591389935205,76.25350402869334,241.89317553958153,184.60105974473822,258.97674065018305,1619.8,1219.4,1729.2,0.917534549675209,0.907442797426021,0.9970673504631413,0.7686298782693912,1729.2,1619.8,1219.4,das_battery_voltage__434,abnormal,80
