days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,entity,population,abnormal_days
77,110663,357.7595753733333,278.4246591577778,11.325167142555554,13.45202628120061,77.8245163297818,193.95984785564534,151.10342619471052,17.07236721143532,1619.8,1177.3,4938.0,-0.07820051035990025,-0.09190837831964023,0.023800354318101395,-0.00036218860758864215,4938.0,1619.8,1177.3,poa_irradiance__421,abnormal,77
