days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,entity,population,abnormal_days
47,67463,43.71534500733333,27.59111124216667,104.833768956,2.1839468751715003,63.115391717801174,38.844766195784295,24.7721732786861,92.72077224317088,1265.0,1044.7,2262.3,0.3686100223254339,0.2906291666721684,0.20877948717948716,0.08049012072161686,2262.3,1265.0,1044.7,dc_power__422,abnormal,47
