days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,entity,population,abnormal_days
10,14183,41.021747723666664,24.814548632499996,72.00980709516668,9.231602913876486,60.49120286063226,173.43347799619133,106.1061351974612,321.0163639056737,1619.8,1177.3,1729.2,0.5504018233366419,0.5087407667307338,0.7773951539790651,0.5297810563534848,1729.2,1619.8,1177.3,ac_current__427,abnormal,10
