days,samples,dc_energy_kwh,ac_energy_kwh,poa_irradiation_kwh_m2,capacity_factor_percent,dc_to_ac_efficiency_percent,mean_dc_power_w,mean_ac_power_w,mean_poa_irradiance_w_m2,max_dc_power_w,max_ac_power_w,max_poa_irradiance_w_m2,irradiance_dc_correlation,irradiance_ac_correlation,dc_power_per_irradiance,ac_power_per_irradiance,peak_poa_irradiance,peak_dc_power,peak_ac_power,entity,population,abnormal_days
72,103463,423.06473352449996,320.57679804783334,452.989001819,16.564194674263874,75.77488092121214,245.33162104689825,186.06523582824278,260.4727385759161,1619.8,1219.4,1729.2,0.911699214001847,0.9000589121379652,1.0220898757327528,0.7906872563429703,1729.2,1619.8,1219.4,ac_voltage__426,abnormal,72
